Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Violet Sky,Peru,1458,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
Violet Sky,Cuyagua,1458,2015,77%,U.S.A.,3,Criollo,Venezuela
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3,,Dominican Republic
Vivra,Peru,1720,2016,70%,U.S.A.,2.5,,Peru
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5,,Venezuela
Wellington Chocolate Factory,Conacado,1756,2016,70%,New Zealand,3.5,Trinitario,Dominican Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.5,,Peru
Wellington Chocolate Factory,Samoa,2012,2017,77%,New Zealand,3,,Samoa
White Label,Alto Beni,2096,2018,72%,U.S.A.,3,,Bolivia
White Label,Kokoa Kamili,2092,2018,68%,U.S.A.,3,,Tanzania
Whittakers,Ghana,733,2011,72%,New Zealand,2.5,Forastero,Ghana
Wilkie's Organic,Tumbes,1169,2013,75%,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.5,Criollo,Peru
Willie's Cacao,San Martin,457,2009,70%,U.K.,3,,Peru
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25,Trinitario,Venezuela
Willie's Cacao,Java,593,2010,69%,U.K.,3.75,,Indonesia
Willie's Cacao,Sambirano,593,2010,71%,U.K.,3,Trinitario,Madagascar
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5,,Venezuela
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25,,Indonesia
Willie's Cacao,Los Llanos,1227,2014,88%,U.K.,3,Trinitario,Colombia
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4,,Colombia
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.5,,Bolivia
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75,,Ghana
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74%,U.S.A.,3,Criollo,Venezuela
Woodblock,La Red,769,2011,70%,U.S.A.,3.5,,Dominican Republic
Woodblock,Ocumare,741,2011,70%,U.S.A.,4,,Venezuela
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3,,Costa Rica
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.5,,Ecuador
Woodblock,Sambirano,951,2012,70%,U.S.A.,3.25,Trinitario,Madagascar
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25,,Ecuador
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,"Maranon, Cajamarca",1243,2014,70%,U.S.A.,3,Forastero (Nacional),Peru
Xocolat,Hispaniola,1057,2013,66%,Dominican Republic,3,,Dominican Republic
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.5,,Dominican Republic
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75,,Madagascar
Zak's,"Belize, Batch 2",1578,2015,70%,U.S.A.,3.5,Trinitario,Belize
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25,,Dominican Republic
Zak's,"Madagascar, Batch 2",1578,2015,70%,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3,,Papua New Guinea
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25,,Peru
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3,,
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,2.75,Nacional (Arriba),Ecuador
Zart Pralinen,"Millot P., Ambanja",1820,2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3,"Criollo, Trinitario",Tanzania
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.5,Trinitario,Trinidad
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75,Trinitario,Trinidad
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75,,Bolivia
Zokoko,Alto Beni,697,2011,68%,Australia,3.5,,Bolivia
Zokoko,Tokiala,701,2011,66%,Australia,3.5,Trinitario,Papua New Guinea
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75,,Solomon Islands
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25,,
Zoto (Chocolatoa),"El Castillero, batch ca1705, 3 turns",2048,2018,70%,Belgium,3.75,Trinitario,Nicaragua
Zoto (Chocolatoa),Rugoso,2064,2018,75%,Belgium,3.25,,Nicaragua
Zoto (Chocolatoa),"Jeru Antiguo, batch jan705, 2 turns",2044,2018,72%,Belgium,3,Trinitario,Nicaragua
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3,,Brazil
Zotter,Congo,749,2011,65%,Austria,3,Forastero,Congo
Zotter,Kerala State,749,2011,65%,Austria,3.5,Forastero,India
Zotter,Kerala State,781,2011,62%,Austria,3.25,,India
Zotter,Peru,647,2011,70%,Austria,3.75,,Peru
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25,,Bolivia
Zotter,"Kongo, Highlands",883,2012,68%,Austria,3.25,Forastero,Congo
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75,,Dominican Republic
Zotter,Santo Domingo,879,2012,70%,Austria,3.75,,Dominican Republic
Zotter,El Oro,879,2012,75%,Austria,3,Forastero (Nacional),Ecuador
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.5,,Panama
Zotter,Huiwani Coop,879,2012,75%,Austria,3,"Criollo, Trinitario",Papua New Guinea
Zotter,"Satipo Pangoa region, 20hr conche",875,2012,70%,Austria,3.5,Criollo (Amarru),Peru
Zotter,"Satipo Pangoa region, 16hr conche",875,2012,70%,Austria,3,Criollo (Amarru),Peru
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.5,,
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.5,,
Zotter,Raw,1205,2014,80%,Austria,2.75,,
Zotter,"APROCAFA, Acandi",1996,2017,75%,Austria,3.75,,Colombia
Zotter,"Dry Aged, 30 yr Anniversary bar",2036,2018,75%,Austria,3,blend,blend
